user_id,month,income_eur,rent_eur,food_eur,transport_eur,utilities_eur,debt_eur,discretionary_eur,total_expenses_eur,savings_eur,cumulative_savings_eur
158,11,3960.15,1416.04,431.66,352.62,216.43,80.78,292.5,2790.03,1170.12,10946.71
158,12,4175.51,1477.09,532.38,180.15,209.5,29.37,604.44,3032.93,1142.58,12089.29
159,1,2839.85,911.44,258.44,281.76,131.65,268.19,71.78,1923.26,916.59,916.59
159,2,2517.6,808.59,241.58,249.66,136.21,156.57,74.67,1667.29,850.31,1766.9
159,3,2800.41,824.69,346.29,210.05,178.25,210.55,241.37,2011.21,789.2,2556.1
159,4,2550.28,933.2,362.53,194.91,118.58,143.82,0,1753.05,797.23,3353.34
159,5,3014.13,962.52,426.16,315.15,212.29,290.1,86.46,2292.67,721.46,4074.8
159,6,2668.3,1037.79,261.24,226.28,141.5,188.02,45.72,1900.56,767.75,4842.54
159,7,2955.01,864.78,302.06,173.36,182.23,200.69,244.24,1967.37,987.64,5830.18
159,8,2559.25,814.1,334.4,215.05,168.57,156.13,130.2,1818.45,740.81,6570.99
159,9,2647.36,794.85,250.9,179.37,151.73,320.43,159.25,1856.54,790.83,7361.82
159,10,2683.96,1047.61,304.03,241.23,159.8,270.39,83.81,2106.87,577.09,7938.91
159,11,2612.81,788.51,257.12,147.44,112.11,315.31,325.01,1945.51,667.31,8606.22
159,12,3011.92,1045.24,275.54,167.83,204.4,164.89,144.16,2002.05,1009.86,9616.08
160,1,2289.21,650.28,248.21,219.74,141.76,23.99,876.87,2160.83,128.38,128.38
160,2,2288.76,803.8,267.09,184.96,132.5,50.61,584.26,2023.23,265.53,393.91
160,3,2167.1,811.44,262.56,175.71,100.66,78.93,618.31,2047.61,119.49,513.4
160,4,2087.73,629.6,268.01,165.84,98.05,42.07,766.08,1969.65,118.08,631.47
160,5,2074.17,760.71,243.74,162.92,119.83,1.98,483.29,1772.48,301.69,933.16
160,6,2181.45,655.86,282.47,175.99,125.41,92.89,647.4,1980.02,201.43,1134.59
160,7,2305.04,844.35,204.17,161.35,144.92,73.42,583.42,2011.63,293.41,1428.01
160,8,2231.36,828.23,220.76,152.29,127.21,38.72,713.09,2080.31,151.05,1579.06
160,9,2208.53,813.83,176.61,134.52,149.51,86.41,576.26,1937.15,271.39,1850.44
160,10,2051.9,686.91,190.51,156.3,122.4,64.33,644.6,1865.04,186.86,2037.31
160,11,2265.58,729.61,211.19,161.66,98.13,31.81,904.57,2136.97,128.61,2165.91
160,12,2377.29,825.74,266.87,119.86,114.92,42.31,851.45,2221.13,156.15,2322.06
161,1,2195.01,737.74,202.86,170.61,127.46,121.67,181.64,1541.98,653.03,653.03
161,2,2326.67,907.45,311.12,142.79,159.93,129.12,100.63,1751.04,575.62,1228.66
161,3,2129.31,642.89,173.97,153.51,126.1,220.76,107.98,1425.21,704.11,1932.76
161,4,2446.6,754.52,297.44,122.74,175.69,166.48,310.98,1827.86,618.74,2551.51
161,5,2299.33,735,287.31,116.4,109.09,227.12,113.25,1588.16,711.17,3262.67
161,6,2364.64,687.24,231.77,155.96,105.81,213.64,232.26,1626.69,737.96,4000.63
161,7,2195.75,662.27,240.65,127.76,142.1,199.01,302.17,1673.95,521.8,4522.42
161,8,2440.13,819.36,367.72,124.61,130.33,117.23,334.71,1893.97,546.16,5068.58
161,9,2386.85,874,247.29,144.66,170.38,149.9,101.3,1687.51,699.34,5767.92
161,10,2376.15,778.3,367.99,169.05,143.61,176.18,75.44,1710.58,665.57,6433.48
161,11,2395.71,721.36,349.08,238.73,121.88,149.85,239.78,1820.68,575.03,7008.52
161,12,2322.35,893.26,290.89,231.43,121.69,263.74,21,1822.02,500.34,7508.85
162,1,2594.88,861.65,396.84,192.24,140.79,371.06,488.92,2451.5,143.39,143.39
162,2,2483.57,951.19,267.81,285.18,126.31,465.99,131.85,2228.33,255.24,398.62
162,3,2550.75,1172.34,339.98,227.09,123.31,520.71,70.16,2453.6,97.15,495.77
162,4,2441.1,906.33,259.04,156.88,93.57,385.66,376.04,2177.51,263.58,759.36
162,5,2426.59,1103.33,327.63,135.5,181.19,372.15,56.62,2176.42,250.17,1009.52
162,6,2680.17,1041.04,249.09,259.72,170.61,554.53,77.3,2352.29,327.88,1337.4
162,7,2504.78,1049.82,352.51,148.65,116.11,280.21,56.82,2004.11,500.67,1838.07
162,8,2671.92,1121.9,342.75,174.71,118.68,282.11,353.71,2393.86,278.06,2116.13
162,9,2947.9,1478.31,308.67,292.74,222.65,628.6,59.88,2990.86,0,2116.13
162,10,2658.37,1115.26,325.71,278.28,125.73,486.93,23.53,2355.44,302.93,2419.07
162,11,2510.78,938.22,418.99,283.57,123.45,526.11,61.01,2351.36,159.42,2578.48
162,12,2631.8,1069.17,320.69,316.12,153.15,460,38.44,2357.58,274.22,2852.71
163,1,5177.28,1428.47,581.25,509.48,250.56,458.27,1339.69,4567.72,609.56,609.56
163,2,5562.97,1675.8,671.32,368.78,377.08,557.83,1379.54,5030.35,532.62,1142.18
163,3,5598.72,2185.06,875.93,328.19,240.67,460.08,923.79,5013.72,585,1727.18
163,4,4120.3,1209.74,529.18,341.12,205.87,467.65,709.36,3462.92,657.38,2384.56
163,5,4073.43,1437.52,525.47,448.51,205.42,326.93,592.8,3536.66,536.77,2921.33
163,6,3616.93,1322.36,450.01,379.5,245.18,385.24,322.38,3104.68,512.25,3433.57
163,7,3893.29,1174.02,498.58,425.86,242.69,442.09,545.21,3328.45,564.83,3998.41
163,8,3624.45,1202.39,375.81,252.91,199.26,227.48,804.39,3062.25,562.2,4560.61
163,9,3531.22,1363.81,414.06,256.07,195.23,206.98,459.35,2895.5,635.72,5196.32
163,10,3997.5,1120.68,407.94,404.14,173.78,455.11,900.65,3462.31,535.2,5731.52
163,11,4297.24,1656.98,388.05,346.65,290,382.87,886.73,3951.27,345.97,6077.49
163,12,3708.27,1445.74,489.4,410.22,167.36,309.12,629.42,3451.27,257.01,6334.49
164,1,2519.18,955.18,269.77,151.88,111.45,51.39,472.82,2012.49,506.69,506.69
164,2,2431,900.95,252.16,215.06,124.17,83.47,187.48,1763.29,667.71,1174.39
164,3,2484.23,818.82,307.08,137.62,101.74,8.1,496.39,1869.75,614.49,1788.88
164,4,2515.08,762.62,309.29,198.71,157.19,10.79,409.48,1848.09,666.99,2455.87
164,5,2607.65,877.88,249.99,184.08,156.84,73.84,350.42,1893.04,714.61,3170.48
164,6,2554.05,742.43,356.38,246.45,143,100.02,483.12,2071.41,482.63,3653.12
164,7,2567.29,753.35,263.55,227.32,112.64,68.01,632.2,2057.06,510.23,4163.35
164,8,2434.92,783.8,237.74,192.01,133.2,101.86,378.98,1827.59,607.33,4770.68
164,9,2500.68,784.26,339.81,134.46,129.15,55.52,429.7,1872.91,627.77,5398.45
164,10,2405.66,882.7,241.88,229.43,165.81,0,238.36,1758.18,647.48,6045.93
164,11,2304.97,850.72,203.07,163.21,168.05,119.4,224,1728.45,576.52,6622.45
164,12,2475.55,696.31,244.38,144.81,140.47,70.22,525.56,1821.76,653.79,7276.24
165,1,4126.63,1398.97,619.41,311.96,238.9,62.93,324.4,2956.57,1170.05,1170.05
165,2,4117.64,1282.73,388.46,291.85,233.77,146.58,419.25,2762.64,1355.01,2525.06
165,3,3986.67,1334.1,451.21,334.34,275.01,107.73,76.93,2579.34,1407.33,3932.39
165,4,4112.67,1491.78,444.31,313.71,167.13,57.6,201.96,2676.49,1436.18,5368.57
165,5,4163.98,1369.65,561.54,219.77,256.19,149.28,192.63,2749.06,1414.92,6783.49
165,6,3922.08,1407.64,371.08,223.82,259.14,50.34,301.5,2613.52,1308.56,8092.05
165,7,4283.71,1223.05,507.53,242.1,204.72,54.88,767.24,2999.51,1284.2,9376.25
165,8,4373.91,1546.71,520.24,381.51,297.77,153.95,299.31,3199.5,1174.41,10550.66
165,9,4345.21,1229.05,452.06,299.76,188.78,22.7,832.9,3025.25,1319.96,11870.62
165,10,4233.59,1459.84,477.88,266.11,237.07,28.97,164.33,2634.19,1599.4,13470.02
165,11,3898.09,1379.28,385.04,359.02,243.97,117.87,127.2,2612.39,1285.7,14755.72
165,12,4237.61,1352.68,510.87,335.23,176.46,38.95,350.89,2765.08,1472.53,16228.25
166,1,2558.49,1037.99,277.97,186.4,101.12,367.89,271.61,2242.99,315.5,315.5
166,2,2359.63,830.3,292.99,186.31,183.6,235.3,316.66,2045.17,314.45,629.96
166,3,2320.89,860.62,332.92,257.5,166.65,389.3,16.46,2023.44,297.45,927.4
166,4,2199.9,735.27,243.4,135.3,118.34,329.48,243.29,1805.07,394.83,1322.24
166,5,2274.99,919.85,372.98,212.52,153.87,356.77,15.18,2031.18,243.81,1566.05
166,6,2633.55,1096.04,362.95,259.4,105.21,391.45,95.99,2311.04,322.51,1888.56
166,7,2262.02,720.61,284.28,122.57,90.89,300.99,376.73,1896.08,365.94,2254.5
166,8,2370.58,693.45,307.98,213.93,156.53,431.48,82.44,1885.81,484.77,2739.27
166,9,2500.85,1020.5,404.6,178.6,126.24,275.57,201.39,2206.89,293.96,3033.23
166,10,2394.85,805.53,336.51,248.31,114.84,386.68,200.3,2092.18,302.67,3335.9
166,11,2088.7,675.15,258.31,193.08,109.94,334.22,259.89,1830.59,258.1,3594.01
166,12,2520.21,883.05,365.71,290.87,196.59,443.84,100.38,2280.44,239.77,3833.78
167,1,3895.17,1366.14,410.74,242.12,254.8,59.38,711.19,3044.36,850.8,850.8
167,2,4269.35,1428.95,543.72,274.51,254.54,110.68,792.46,3404.85,864.5,1715.3
167,3,4081.48,1366.75,525.44,203.6,244.74,35.17,1110.2,3485.9,595.58,2310.89
167,4,4077.9,1328.57,511.13,226.46,187.15,185.56,1038.21,3477.08,600.82,2911.71
167,5,4055.81,1322.65,554.72,247.77,210.13,162.21,645.82,3143.3,912.51,3824.22
167,6,3983.63,1348.38,423.35,194.08,257.76,172.52,732.76,3128.85,854.79,4679
167,7,4135.46,1240.48,497.46,272.39,297.69,134.38,887.65,3330.06,805.4,5484.4
167,8,4548.59,1663.66,593.19,388.92,201.28,112.19,561.49,3520.73,1027.86,6512.26
167,9,4424.54,1661.83,544.83,289.72,275.82,177.12,510.54,3459.87,964.67,7476.93
167,10,4100.03,1124.16,473.15,199.76,287.6,45.25,1082.71,3212.63,887.39,8364.33
167,11,4505.47,1691.19,558.82,337.42,334.47,73.6,578.45,3573.96,931.52,9295.84
167,12,4116,1180.76,425.01,295.71,212.72,56.64,1027.22,3198.07,917.93,10213.78
168,1,3250.4,1127.88,338.52,236.05,114.37,59.2,964.59,2840.61,409.79,409.79
168,2,3315.92,936.57,401.04,229.04,124,75.73,990.93,2757.3,558.62,968.41
168,3,3526,992.47,337.86,304.06,168.48,66.28,1211.43,3080.57,445.43,1413.84
168,4,3241.93,1152.92,412.69,229.09,141.44,54.9,778.81,2769.85,472.08,1885.92
168,5,3102.56,976.58,334.05,183.35,197.24,76.74,1093.52,2861.48,241.08,2127
168,6,3244.7,980.07,349.22,248.73,143.23,92.11,859.67,2673.04,571.67,2698.67
168,7,3163.4,937.18,384.11,306.15,163.37,82.2,922.19,2795.19,368.21,3066.88
168,8,3563.52,1092.51,386.51,350.05,180.11,14.94,985.18,3009.3,554.22,3621.1
168,9,3431.63,1284.66,415.85,262.94,198.54,113.06,776.68,3051.73,379.9,4001
168,10,3250.56,1235.77,363.86,271.39,174.97,28.59,912.48,2987.06,263.5,4264.5
168,11,3250.44,1073.29,362.48,276.4,161.16,158.68,845.88,2877.89,372.56,4637.05
168,12,3352.66,1063.8,336.31,226.21,230.51,207.32,1020.1,3084.24,268.41,4905.47
169,1,2953.37,968.71,346.3,176.33,158.17,518.03,104.87,2272.41,680.96,680.96
169,2,2925.63,1073.41,299.9,208.52,208.92,436.68,88.42,2315.86,609.77,1290.73
169,3,3377.74,1117.98,436.52,330.75,144.48,403.59,28.03,2461.34,916.4,2207.13
169,4,3069.55,1104.34,418.41,299.21,133.59,413.81,186.68,2556.04,513.51,2720.64
169,5,3124.39,1379.25,316.14,283.72,199.93,369.6,61,2609.65,514.74,3235.38
169,6,3114.05,1291.99,317.63,301.44,175.28,362.37,89.6,2538.32,575.73,3811.11
169,7,3074.24,1115.5,364.06,157.32,222.71,316.17,480.1,2655.87,418.38,4229.49
169,8,2885.25,1144.09,449.41,264.68,214.25,467.23,22.96,2562.62,322.63,4552.11
169,9,3461.46,1349.17,519.7,295.23,249.3,706.25,77.66,3197.32,264.14,4816.26
169,10,3410.81,1319.85,456.85,412.46,226.18,473.6,83.22,2972.16,438.65,5254.91
169,11,3311.13,1278.18,468.2,219.26,230.63,389.55,38.24,2624.06,687.07,5941.98
169,12,3411.42,1381.53,353.99,337.22,265.21,668.98,33.79,3040.72,370.69,6312.67
170,1,3021.14,1231.55,407.82,194.93,188.14,399.44,62.52,2484.39,536.74,536.74
170,2,2933.82,1174.42,417.98,168.88,207.2,349.4,87.79,2405.68,528.14,1064.88
170,3,3428.99,1018.26,482.83,362.29,265.54,755.96,69.02,2953.9,475.09,1539.97
170,4,3066.17,1256.62,469.73,197.47,205.58,499.01,93.55,2721.96,344.22,1884.19
170,5,3226.89,1324.55,334.6,207.81,230.08,527.37,48.86,2673.27,553.61,2437.8
170,6,3314.66,1145.59,431.47,187.79,263.37,451.1,168.16,2647.48,667.18,3104.98
170,7,2920.9,1045.51,318.18,273.76,114.93,586.36,78.05,2416.79,504.11,3609.09
170,8,3029.11,1108.81,402.25,313.98,191.27,314.11,78.73,2409.15,619.96,4229.05
170,9,3185.03,1011.92,351.89,351.88,223,453.17,0.53,2392.4,792.63,5021.68
170,10,3175.74,1259.05,344.11,355.58,188.83,343.33,65.85,2556.75,618.99,5640.67
170,11,3470.7,1344.91,377.54,221.33,227.8,645.86,23.57,2841.01,629.69,6270.36
170,12,3177.3,1038.51,406.44,278.73,179.43,626.88,117.89,2647.88,529.43,6799.79
171,1,2726.15,797.59,355.14,177.56,160.91,101.73,503.34,2096.28,629.88,629.88
171,2,2640.46,932.71,395.06,189.52,120,74.71,322.47,2034.47,605.99,1235.87
171,3,2768.16,872.7,334.48,266.4,106.73,35.22,505.65,2121.18,646.98,1882.85
171,4,2540.13,855.83,244.68,197.52,184.13,66.13,327.49,1875.77,664.35,2547.2
171,5,2607.49,858.06,278.46,210.99,124.96,80.96,530.42,2083.85,523.65,3070.85
171,6,2536.19,948.02,258.43,125.98,168.61,16.79,322.14,1839.97,696.22,3767.07
171,7,2495.43,861.82,294.43,104.17,166.96,20.72,524.03,1972.12,523.3,4290.37
171,8,2508.24,953.01,265.02,142.05,123.74,49.31,388.52,1921.65,586.59,4876.96
171,9,2505.43,787.3,304.31,129.56,139.58,2.99,476.54,1840.29,665.14,5542.1
171,10,2215.36,636.92,301.29,111.6,126.7,27.07,613.74,1817.3,398.06,5940.16
171,11,2334.9,681.28,235.59,143.85,130.15,24.83,597.17,1812.88,522.02,6462.18
171,12,2446.83,823.56,320.37,205.02,125.9,97.17,308.84,1880.85,565.98,7028.16
172,1,3604.59,1239.46,544.22,223.36,143.12,248.84,155.73,2554.73,1049.86,1049.86
172,2,3535.74,1347.02,339.03,311.07,162.54,252.41,365.05,2777.14,758.6,1808.46
172,3,3570.38,1329.38,497.3,218.99,146.42,362.92,328.23,2883.24,687.14,2495.6
172,4,3756.2,1165.51,397.32,178.05,199.89,241.19,569.85,2751.81,1004.39,3499.99
172,5,3304.64,1105.78,451.49,212.68,161.95,182.3,371.21,2485.4,819.23,4319.22
172,6,4005.51,1386.83,522.87,293.25,139.11,409.53,306.09,3057.68,947.83,5267.06
172,7,3543.2,1165.12,436.99,249.18,174.75,177.15,606.19,2809.38,733.82,6000.87
172,8,3735.48,1387.35,468.41,398.55,271.67,527.44,78.16,3131.58,603.9,6604.78
172,9,3609.14,1147.66,419.59,191.05,212.47,692.44,78.75,2741.95,867.19,7471.96
172,10,3675.62,1437.58,548.46,239.14,238.14,616.89,38.69,3118.89,556.73,8028.69
172,11,3600.82,1261.05,368.15,247.28,168.01,234.87,609.99,2889.34,711.48,8740.17
172,12,3655.2,1192.24,456.33,220.42,208.14,397.3,258.91,2733.35,921.84,9662.01
173,1,2846.45,773.9,322.13,293.38,130.6,296.78,766.92,2583.71,262.74,262.74
173,2,2828.04,981.45,394.68,229.67,155.71,218.96,603.62,2584.1,243.94,506.68
173,3,2537.13,829.49,345.67,272.78,150.24,156.52,508.06,2262.77,274.36,781.04
173,4,2670.31,828.1,341.26,284.6,180.44,263.33,369.36,2267.1,403.21,1184.25
173,5,2787.96,830.68,385.14,253.73,121.01,289.96,705.46,2585.99,201.97,1386.22
173,6,2848.34,978.7,396.26,276.52,126.32,238.36,661.43,2677.57,170.77,1556.99
173,7,2915.85,868.58,321.9,164.34,193.83,187.76,977.95,2714.37,201.48,1758.47
173,8,3060.66,918.98,426.75,238.71,180.34,306.1,706.68,2777.56,283.11,2041.58
173,9,2687.77,815.06,415.86,261.6,173.47,218.62,433.05,2317.66,370.11,2411.69
173,10,2881.03,1168.08,343.17,245.06,198.8,175.35,567.92,2698.38,182.65,2594.34
173,11,2673.46,1095.53,276.77,178.15,188.69,206.36,585.19,2530.69,142.77,2737.11
173,12,2807.33,995.25,418.29,185.55,136.82,328.24,621.05,2685.21,122.12,2859.23
174,1,2092.74,655.86,256.17,186.34,103.83,204.13,18.56,1424.89,667.86,667.86
174,2,2243.71,795.77,229.5,184.2,134.58,208.78,184.25,1737.08,506.63,1174.49
174,3,2120.85,797.94,297.88,161.11,118.6,148.92,42.06,1566.51,554.34,1728.83
174,4,2122.99,665.32,285.49,211.88,130.12,110.07,302.21,1705.09,417.91,2146.73
174,5,2037.12,717.58,274.01,148.7,77.32,208.95,114.26,1540.83,496.29,2643.02
174,6,2141.16,682.85,285.64,121.11,129.2,268.7,112.75,1600.26,540.9,3183.92
174,7,1945.05,707.58,235.88,102.53,118.99,177.92,35.28,1378.17,566.88,3750.81
174,8,1417.44,479.23,169.58,153.67,63.62,99.21,82.28,1047.59,369.85,4120.65
174,9,1430.87,546.98,128.28,120.5,81.47,68.53,170.72,1116.48,314.4,4435.05
174,10,1488.98,565.61,191.05,157.5,105.17,91.16,55.08,1165.56,323.42,4758.47
174,11,1471.27,519.52,223.02,83.46,59.29,85.33,61.47,1032.08,439.18,5197.65
174,12,1547.8,510.39,217,123.97,91.75,114.08,58.34,1115.51,432.28,5629.94
175,1,1892.59,543.35,235.97,97.81,86.24,42.93,339.21,1345.5,547.09,547.09
175,2,2011.73,716.81,183.19,93.48,99.36,62.64,396.83,1552.31,459.42,1006.52
175,3,1949.01,696.27,203.35,125.67,112.55,19.11,298.73,1455.67,493.33,1499.85
175,4,1933.65,833.5,186.99,118.87,105.24,77.21,94.24,1416.04,517.61,2017.47
175,5,2014.3,884.57,211.88,191.29,129.34,61.23,21.69,1500,514.3,2531.77
175,6,2103.11,713.91,273.96,147.46,124.6,31.96,276.39,1568.27,534.84,3066.61
175,7,2104.41,887.56,170.67,156.58,115.21,27.17,245.43,1602.62,501.79,3568.4
175,8,2181.61,838.73,226.94,183.65,129.74,82.5,157.42,1618.97,562.64,4131.04
175,9,2120.69,778.88,257.01,167.6,117.66,0,232.7,1553.84,566.85,4697.89
175,10,2104.97,964.06,232.42,210.08,113.54,19.59,134.41,1674.1,430.86,5128.76
175,11,2044.74,747.98,247.26,206.28,116.91,64.73,212.83,1596,448.74,5577.5
175,12,2206.26,921.57,284.65,219.63,158.62,67.16,29.74,1681.38,524.88,6102.38
176,1,3415.7,1113.23,426.65,316.82,200.98,34.29,526.7,2618.67,797.04,797.04
176,2,3192.95,1080.58,418.28,243.32,200.84,8.25,350.64,2301.9,891.05,1688.09
176,3,3172.21,1145.08,448.19,183.85,210.57,51.54,452.89,2492.13,680.08,2368.16
176,4,3343.86,1290.02,424.49,216.83,184,115.27,371.09,2601.71,742.15,3110.32
176,5,3576.05,1315.21,364.13,361.02,189.55,138.71,143.55,2512.18,1063.87,4174.19
176,6,3296.78,1155.98,416.33,242.51,193.98,119.5,310.56,2438.86,857.92,5032.11
176,7,3551.43,1508.42,286.94,290.6,192.77,93.75,74.62,2447.1,1104.33,6136.43
176,8,3446.16,1309.32,344.43,180.16,198.77,26.54,644.45,2703.68,742.49,6878.92
176,9,3278.72,1300.54,339.17,148.41,206.79,75.04,360.74,2430.7,848.03,7726.95
176,10,3509.9,1117.07,510.18,339.42,228.26,70.67,233.25,2498.85,1011.05,8738
176,11,3455.6,1344.35,441.37,322.59,208.22,93.83,239.83,2650.18,805.42,9543.42
176,12,3462.62,1189.79,387.01,247.16,192.65,139.08,295.1,2450.78,1011.83,10555.25
177,1,4764.17,1605.48,663.3,398.99,231.86,261.44,1321.99,4483.06,281.11,281.11
177,2,4418.37,1579.56,476.68,284.25,291.44,234.08,1178.75,4044.76,373.61,654.71
177,3,4478.15,1355.07,589.75,421.44,282.36,384.87,1137.38,4170.88,307.27,961.99
177,4,4902.68,1495.64,730.26,428.42,218.54,293.83,1426.66,4593.36,309.33,1271.31
177,5,4744.15,1532.79,524.13,249.68,192.81,553.47,1717.44,4770.31,0,1271.31
177,6,5073.65,1609.87,599.72,448.46,258.26,401.98,1395.12,4713.4,360.25,1631.56
177,7,4601.42,1632.85,493.94,302.24,181.27,445.63,1006.22,4062.16,539.26,2170.82
177,8,4761.55,1308.97,655.05,374.47,320.84,389.32,1082.32,4130.96,630.6,2801.42
177,9,4295.73,1633.22,407.62,263.94,281.41,396.75,1041.73,4024.67,271.06,3072.48
177,10,5145.28,1448.68,640.79,241.34,341.36,405.52,1844.55,4922.24,223.04,3295.52
177,11,4773.03,1801.67,637.34,419.03,215.66,518.51,710.83,4303.04,469.99,3765.51
177,12,5498.57,1709.2,520.48,325.46,250.75,302.27,1917.52,5025.7,472.87,4238.38
178,1,3330.28,1179.95,449.73,258.15,219.83,78.08,535.43,2721.15,609.12,609.12
178,2,3605.44,1036.06,356.4,346.36,188.16,139.74,797.79,2864.5,740.94,1350.06
178,3,3292.28,1009.35,315.91,181.8,176.52,55.53,853.39,2592.51,699.77,2049.83
178,4,3034.79,1001.16,353.31,242.98,138.32,6.92,942.62,2685.31,349.48,2399.31
178,5,3338.58,1170.8,315.8,166.9,133.73,51.65,851.11,2689.99,648.58,3047.89
178,6,3198.95,1179.25,440.38,321.54,172.42,102.19,573.53,2789.33,409.62,3457.52
178,7,3691.51,1254.19,488.37,337.05,172.95,121.12,583.74,2957.41,734.1,4191.61
178,8,3609.76,1041.34,495.16,188.18,200.29,49.56,1052.6,3027.13,582.63,4774.24
178,9,3328.43,1144.14,426.86,264.72,156.5,44,717.87,2754.08,574.35,5348.59
178,10,3024.38,1069.54,377.31,174.64,199.26,109.63,758,2688.37,336.01,5684.59
178,11,3481.15,1178.79,379.53,217.85,216.16,7.19,953.24,2952.77,528.39,6212.98
178,12,3010.46,1088.91,334.78,319.66,161.92,133.73,457.33,2496.32,514.14,6727.13
179,1,3097.01,888.48,428.45,213.51,144.75,315.23,665.55,2655.97,441.04,441.04
179,2,3162.1,1181.13,430.46,212.53,150.97,260.36,368.76,2604.2,557.9,998.93
179,3,2996.73,1069.8,414.07,315.55,197.83,368.46,144.71,2510.41,486.32,1485.25
179,4,2878.05,1011.07,337.41,225.07,148.56,184.4,637.62,2544.14,333.91,1819.16
179,5,3086.12,1055.99,425.1,328.31,153.95,217.7,380.35,2561.39,524.73,2343.89
179,6,3189.3,1247.08,447.89,271.26,143.38,322.47,244.11,2676.2,513.1,2856.99
179,7,3046.84,980.49,329.56,273.48,115.9,165.69,653.7,2518.82,528.02,3385.01
179,8,3136.12,941.89,440.37,259.03,141.3,229.37,611.27,2623.23,512.89,3897.9
179,9,3092.03,1036.1,253.64,300.22,133.37,197.9,518.01,2439.23,652.8,4550.69
179,10,3353.53,1314.69,343.5,377.81,202.67,331.76,294.69,2865.12,488.41,5039.1
179,11,3226.5,921.49,433.68,305.55,220.69,222,627.74,2731.14,495.36,5534.46
179,12,3335.4,1251.85,308.9,230.99,224.27,289.08,328.12,2633.22,702.19,6236.64
180,1,3662.61,1106.74,391.71,328.05,174.62,2.81,1203.6,3207.52,455.09,455.09
180,2,3842.1,1482.15,414.88,244.12,252.47,38.65,1069.47,3501.73,340.37,795.46
180,3,3213.94,956.82,368.8,212.24,178.84,0,1239.22,2955.91,258.03,1053.49
180,4,3225.5,987.96,387.45,210.31,215.51,125.46,975.69,2902.38,323.12,1376.6
180,5,3545.27,1272.97,423.06,139.18,226.27,81.42,1144.54,3287.45,257.82,1634.42
180,6,3689.05,1050.47,449.67,219.37,185.82,74.17,1503.08,3482.59,206.47,1840.89
180,7,3394.62,1266.18,412.9,216.47,188.85,76.41,1006.79,3167.6,227.02,2067.91
180,8,3408.28,1217.91,368.32,301.83,162.73,54.02,975.56,3080.36,327.92,2395.83
180,9,3439.37,1027.41,351.8,252.67,221.88,63.02,1219.41,3136.2,303.17,2699
180,10,3601.55,1320.42,377.02,255.15,133.79,122.19,1114.55,3323.12,278.43,2977.43
180,11,3570.31,1088.08,356.09,287.77,160.52,49.24,1351.87,3293.57,276.74,3254.17
180,12,3645.38,1173.71,339.68,299.97,223.29,127.01,1084.41,3248.06,397.32,3651.49
181,1,4619.76,1594.97,706.32,292.87,270.04,632.27,575.37,4071.84,547.92,547.92
181,2,4125.78,1681.27,425.11,441.79,301.65,874.6,93.08,3817.51,308.28,856.19
181,3,4087.08,1595.19,443.69,352.95,316.17,469.03,616.69,3793.7,293.38,1149.57
181,4,4391.54,1784.81,527.21,413.26,241.14,863.48,296.04,4125.95,265.59,1415.16
181,5,4883.41,1717,534.07,496.58,253.07,514.38,1100.27,4615.37,268.04,1683.2
181,6,4119.39,1217.65,540.1,256.89,251.39,565.49,799.25,3630.78,488.62,2171.82
181,7,4181.56,1474.79,630.37,313.14,314.33,860.46,290.36,3883.45,298.11,2469.92
181,8,4304.39,1458.63,533.63,328.76,197.63,454.47,1004.1,3977.21,327.18,2797.1
181,9,2833.36,912.6,373.18,202.45,149.53,517.91,374.56,2530.23,303.13,3100.24
181,10,3803.28,1592.68,369.06,423.39,248.18,674.87,79.01,3387.18,416.09,3516.33
181,11,3219.02,1031.94,506.3,233.42,201.24,643.7,192.94,2809.55,409.47,3925.8
181,12,2969.55,1159.06,373.17,139.9,215.54,394.11,151.46,2433.24,536.32,4462.12
182,1,3674.25,1237.69,524.74,260.66,204.37,368.98,336.04,2932.48,741.77,741.77
182,2,3547.8,1102.32,473.79,199.36,214.91,227.11,438.94,2656.44,891.36,1633.13
182,3,3403.91,1258.64,375.5,262.81,226.64,382.68,404.82,2911.1,492.81,2125.95
182,4,3225.82,1014.46,288.63,189.13,209.78,274.18,713.43,2689.6,536.22,2662.16
182,5,3574.16,1306.27,512.52,320.48,186.81,267.58,400.41,2994.07,580.09,3242.25
182,6,3328.93,1144.57,436.51,286.57,247.53,351.36,139.86,2606.41,722.52,3964.77
182,7,3901.09,1388.38,439.71,365.91,283.35,208.08,292.98,2978.42,922.67,4887.44
182,8,3443.37,1301.37,323.54,380.73,131.14,238.8,239.12,2614.7,828.67,5716.11
182,9,3574.38,1326.88,519.82,195.48,197.64,213.92,627.84,3081.58,492.8,6208.91
182,10,3229.56,944.33,376.57,265.88,147.62,293.97,670.74,2699.11,530.45,6739.36
182,11,3435.8,965.46,365.09,298.49,181.62,398.2,584,2792.86,642.93,7382.3
182,12,3095.16,1067.4,435.86,231.47,141.46,211.73,471.08,2559,536.16,7918.45
183,1,2814.51,906.04,395.96,227.41,191.6,267.68,68.37,2057.05,757.47,757.47
183,2,2869.83,842.4,377.95,286.58,150.24,180.79,246.13,2084.08,785.75,1543.21
183,3,2908.94,914.83,441.47,187.36,137.69,201.59,165.87,2048.82,860.13,2403.34
